nome,espn_id,posicao,idade,altura,nacionalidade
Caíque,223125,GOLEIRO,27,1.98,Brasil
Rafael,134307,GOLEIRO,34,1.85,Brasil
Felipe,318137,GOLEIRO,24,1.78,Brasil
Fabio,122463,DEFENSOR,34,1.73,Brasil
Pedro Geromel,69737,DEFENSOR,39,1.88,Brasil
Wálter Kannemann,146109,DEFENSOR,33,1.85,Argentina
Rodrigo Ely,155584,DEFENSOR,30,1.88,Brasil
Reinaldo,115379,DEFENSOR,35,1.78,Brasil
João Pedro,213260,DEFENSOR,27,1.78,Brasil
Mayk,277092,DEFENSOR,25,1.73,Brasil
Jemerson,187396,DEFENSOR,32,1.83,Brasil
Rodrigo Caio,196864,DEFENSOR,31,1.83,Brasil
Igor Schlemper,380444,DEFENSOR,19,1.8,Brasil
Natã,333863,DEFENSOR,23,,Brasil
Viery Fernandes Santos Lopes,364156,DEFENSOR,19,1.88,Brasil
Zé Guilherme,360186,DEFENSOR,19,1.8,Brasil
Wesley Da Costa Silva,363226,DEFENSOR,20,,Brasil
Athos Thawan,382838,DEFENSOR,19,1.88,Brasil
Gustavo Martins,314603,DEFENSOR,22,1.91,Brasil
João Lima,382834,DEFENSOR,19,1.88,Brasil
Yeferson Soteldo,194039,MEIO-CAMPO,27,1.6,Venezuela
Franco Cristaldo,204873,MEIO-CAMPO,28,1.7,Argentina
Miguel Monsalve,307659,MEIO-CAMPO,20,1.78,Colômbia
Nathan,255639,MEIO-CAMPO,28,1.8,Brasil
Edenilson,196849,MEIO-CAMPO,34,1.75,Brasil
Dodi,213879,MEIO-CAMPO,28,1.7,Brasil
Mathías Villasanti,238449,MEIO-CAMPO,27,1.78,Paraguai
Pepê,269911,MEIO-CAMPO,26,1.78,Brasil
Ronald Falkoski,359383,MEIO-CAMPO,21,1.85,Brasil
Du Queiroz,321356,MEIO-CAMPO,24,1.7,Brasil
Jardiel,382835,MEIO-CAMPO,19,1.85,Brasil
Caio Araújo,382837,MEIO-CAMPO,19,1.75,Brasil
Hiago,380442,MEIO-CAMPO,20,,Brasil
Mila,333984,MEIO-CAMPO,21,,Brasil
Luis Henrique Hoffmann,359387,MEIO-CAMPO,21,,Brasil
João Vitor Araújo Da Silva,374727,MEIO-CAMPO,19,,Brasil
Bruno Cheron,380445,MEIO-CAMPO,20,1.8,Brasil
Kaick,380441,MEIO-CAMPO,18,,Brasil
Riquelme Freitas Dos Santos,380443,MEIO-CAMPO,18,,Brasil
Douglas Arezo,287029,ATACANTE,21,1.78,Uruguai
Alexander Aravena,297127,ATACANTE,22,1.75,Chile
Diego Costa,95410,ATACANTE,36,1.88,Espanha
Cristian Pavón,24388,ATACANTE,28,1.68,Argentina
Martin Braithwaite,187100,ATACANTE,33,1.8,Dinamarca
Nathan Ribeiro Fernandes,362784,ATACANTE,19,1.93,Brasil
Lian Dos Santos Da Silva,362873,ATACANTE,19,1.68,Brasil
Alysson Edward,382839,ATACANTE,18,1.83,Brasil
Guga,382836,ATACANTE,18,1.75,Brasil
André Henrique,361901,ATACANTE,22,1.88,Brasil
Gustavo,186558,GOLEIRO,31,1.85,Brasil
Kauã Moroso,338673,GOLEIRO,20,1.8,Brasil
Alisson,240556,GOLEIRO,29,1.91,Brasil
Hiago,333958,DEFENSOR,19,,Brasil
Jackson Crispim,349955,DEFENSOR,21,,Brasil
Kaik,384962,DEFENSOR,20,,Brasil
Rodrigo,198592,DEFENSOR,37,1.88,Brasil
Wilker Ángel,138701,DEFENSOR,31,1.88,Venezuela
Jonathan Lemos,198365,DEFENSOR,32,1.78,Brasil
Miguel Trauco,156342,DEFENSOR,32,1.75,Peru
Eliédson,343742,DEFENSOR,21,,Brasil
Dudu,249088,DEFENSOR,27,1.78,Brasil
Marcelo Hermes,214399,DEFENSOR,29,1.78,Brasil
Claudio Coelho Salvático,292396,DEFENSOR,24,,Brasil
Tobias Figueiredo,192479,DEFENSOR,30,1.88,Portugal
Matheus Teixeira,275424,DEFENSOR,28,,Brasil
Walisson Maia,158647,DEFENSOR,33,1.88,Brasil
Erick Garcia,381399,DEFENSOR,19,,Brasil
Thiago Mina,358785,DEFENSOR,22,,Brasil
Guilherme Silva,338666,DEFENSOR,22,1.8,Brasil
Fabricio,381534,MEIO-CAMPO,18,,Brasil
Higor Matheus Meritão,285000,MEIO-CAMPO,30,,Brasil
Ronald,253276,MEIO-CAMPO,27,1.7,Brasil
Fellipe Mateus,198569,MEIO-CAMPO,33,1.78,Brasil
Newton,357362,MEIO-CAMPO,24,,Brasil
Marquinhos Gabriel,131532,MEIO-CAMPO,34,1.75,Brasil
Matheuzinho,228399,MEIO-CAMPO,26,1.65,Brasil
Eliel,336807,MEIO-CAMPO,21,1.7,Brasil
Léo Gonçalves,338669,MEIO-CAMPO,22,,Brasil
Serginho,264237,MEIO-CAMPO,29,1.8,Brasil
Patrick de Paula,301543,MEIO-CAMPO,25,1.78,Brasil
Barreto,211347,MEIO-CAMPO,28,1.8,Brasil
Allano,202710,ATACANTE,29,1.83,Brasil
Felipe Vizeu,233577,ATACANTE,27,1.85,Brasil
Yannick Bolasie,121921,ATACANTE,35,1.88,Congo (Brazavile)
Éder,87174,ATACANTE,37,1.78,Itália
Pedro Rocha,216846,ATACANTE,30,1.8,Brasil
Arthur Caike,201728,ATACANTE,32,1.75,Brasil
Jhonata Robert,296570,ATACANTE,25,1.78,Brasil
Adriano,315785,ATACANTE,20,,Brasil
Werik,348314,ATACANTE,23,1.91,Brasil
Eduardo,338668,ATACANTE,23,1.85,Brasil
Fábio,158382,GOLEIRO,44,1.88,Brasil
Kevyn,368528,GOLEIRO,19,,Brasil
Felipe Alves,182301,GOLEIRO,36,1.88,Brasil
Gabriel Fuentes,272847,GOLEIRO,21,1.91,Chile
Gustavo Ramalho Bremer Pinto,315456,GOLEIRO,22,2.01,Brasil
Vitor Eudes,255327,GOLEIRO,26,1.93,Brasil
Samuel Xavier,146162,DEFENSOR,34,1.68,Brasil
Thiago Silva,96254,DEFENSOR,40,1.83,Brasil
Ignácio,281559,DEFENSOR,27,1.93,Brasil
Diogo Barbosa,187032,DEFENSOR,32,1.78,Brasil
Marcelo,77641,DEFENSOR,36,1.73,Brasil
Felipe De Andrade Vieira,315455,DEFENSOR,22,,Brasil
Guga,271557,DEFENSOR,26,1.73,Brasil
Antônio Carlos,196842,DEFENSOR,31,1.91,Brasil
Manoel,198968,DEFENSOR,34,1.8,Brasil
Felipe Melo,48735,DEFENSOR,41,1.85,Brasil
João Loiola,382971,DEFENSOR,19,,Brasil
Wallace II,382972,DEFENSOR,17,,Brasil
Lucas Da Sliva Justen,367960,DEFENSOR,21,,Brasil
Rafael Monteiro,361439,DEFENSOR,20,,Brasil
João Henrique,361430,DEFENSOR,18,1.8,Brasil
Facundo Bernal,359912,MEIO-CAMPO,21,1.88,Uruguai
Renato Augusto,74906,MEIO-CAMPO,36,1.85,Brasil
Martinelli,307946,MEIO-CAMPO,23,1.78,Brasil
Ganso,175902,MEIO-CAMPO,35,1.83,Brasil
Nonato,238342,MEIO-CAMPO,26,1.75,Brasil
Jhon Arias,239566,MEIO-CAMPO,27,1.7,Colômbia
Gabriel,155466,MEIO-CAMPO,31,1.85,Brasil
Arthur Wenderrosky Sanches,315457,MEIO-CAMPO,19,1.73,Brasil
Thiago Santos,188143,MEIO-CAMPO,35,1.8,Brasil
Robinho,307937,MEIO-CAMPO,20,1.7,Brasil
Isaque,382970,MEIO-CAMPO,17,,Brasil
Thiago Henrique,361437,MEIO-CAMPO,20,,Brasil
Lima,222955,MEIO-CAMPO,28,1.73,Brasil
Gustavo Dohmann,361441,MEIO-CAMPO,19,,Brasil
David Terans,207912,MEIO-CAMPO,30,1.73,Uruguai
Joao Neto,314838,ATACANTE,21,1.8,Brasil
John Kennedy,312741,ATACANTE,22,1.73,Brasil
Keno,203693,ATACANTE,35,1.78,Brasil
Germán Cano,165749,ATACANTE,36,1.78,Argentina
Matheus Reis,371529,ATACANTE,17,1.8,México
Jan Lucumí,380447,ATACANTE,20,,Colômbia
Lelê,333936,ATACANTE,27,,Brasil
Kauã Elias,361432,ATACANTE,18,1.8,Brasil
Victor Hugo Ramos De Souza,347410,ATACANTE,20,1.83,Brasil
Isaac,357482,ATACANTE,20,,Brasil
Agner,358065,ATACANTE,19,0.79,Brasil
Marquinhos,297070,ATACANTE,21,1.75,Brasil
Kevin Serna,287633,ATACANTE,26,1.8,Colômbia
Lucas Arcanjo,287941,GOLEIRO,26,1.88,Brasil
Yuri Sena,266662,GOLEIRO,23,1.91,Brasil
Muriel,101731,GOLEIRO,37,1.91,Brasil
Fintelman,302124,GOLEIRO,23,1.93,Brasil
Roque Júnior,387777,DEFENSOR,22,1.88,Brasil
Wagner Leonardo,286201,DEFENSOR,25,1.85,Brasil
Camutanga,272576,DEFENSOR,31,1.88,Brasil
Itaro Patric,218935,DEFENSOR,30,1.8,Brasil
Lucas Esteves,286841,DEFENSOR,24,1.7,Brasil
Bruno Uvini,171198,DEFENSOR,33,1.88,Brasil
Raúl Cáceres,191639,DEFENSOR,33,1.78,Paraguai
Edu,293047,DEFENSOR,24,1.85,Brasil
Andrei Gabriel Dos Santos Ferreira,394542,DEFENSOR,19,2.03,Brasil
Neris,203887,DEFENSOR,32,1.91,Brasil
Willean Lepu,251863,DEFENSOR,27,1.8,Brasil
Leo Naldi,313111,MEIO-CAMPO,23,,Brasil
Luan,276387,MEIO-CAMPO,25,1.75,Brasil
Jean Mota,198531,MEIO-CAMPO,31,1.73,Brasil
Caio Vinicius,269826,MEIO-CAMPO,25,1.85,Brasil
Ricardo,203223,MEIO-CAMPO,30,1.83,Brasil
Willian,186589,MEIO-CAMPO,31,1.83,Brasil
Matheus,218972,MEIO-CAMPO,27,1.65,Brasil
Machado,240051,MEIO-CAMPO,28,1.75,Brasil
José Breno,387948,MEIO-CAMPO,20,1.75,Brasil
Pablo,383898,MEIO-CAMPO,21,,Brasil
Fábio Soares Dos Santos,368308,MEIO-CAMPO,19,,Brasil
Gustavo Mosquito,250904,ATACANTE,27,1.7,Brasil
Alerrando,270260,ATACANTE,24,1.8,Brasil
Osvaldo,141626,ATACANTE,37,1.7,Brasil
Luiz Adriano,108392,ATACANTE,37,1.83,Brasil
Hugo,340094,ATACANTE,25,,Brasil
Luis Miguel Borges De Paula,387547,ATACANTE,19,,Brasil
Paulo Roberto,393014,ATACANTE,18,,Brasil
Lawan Kennyd Gabriel Santos,387546,ATACANTE,19,1.8,Brasil
Everaldo,223782,ATACANTE,30,1.85,Brasil
Janderson,358165,ATACANTE,25,1.85,Brasil
Carlos Eduardo,218974,ATACANTE,28,1.75,Brasil
Felipe Longo,361463,GOLEIRO,19,1.88,Brasil
Hugo Souza,257051,GOLEIRO,25,1.98,Brasil
Matheus Donelli,284998,GOLEIRO,22,1.88,Brasil
Cadu,361473,GOLEIRO,19,1.93,Brasil
Matheus Corrêa,376482,GOLEIRO,18,1.88,Brasil
Mateuzinho,272533,DEFENSOR,24,1.75,Brasil
Félix Torres,251963,DEFENSOR,27,1.88,Equador
Caetano,282093,DEFENSOR,25,1.83,Brasil
André Ramalho,194090,DEFENSOR,32,1.83,Brasil
Diego Palacios,276615,DEFENSOR,25,1.7,Equador
Gustavo Henrique,168981,DEFENSOR,31,1.96,Brasil
Matheus Bidu,287774,DEFENSOR,25,1.73,Brasil
Fagner,108342,DEFENSOR,35,1.68,Brasil
Cacá,271773,DEFENSOR,25,1.88,Brasil
Denner Evangelista,392276,DEFENSOR,16,,Brasil
Léo Mana,338591,DEFENSOR,20,1.75,Brasil
Renato Santos,361470,DEFENSOR,20,1.88,Brasil
Fernando Vera,315990,DEFENSOR,19,1.85,Paraguai
Hugo,303591,DEFENSOR,27,1.78,Brasil
Guilherme Pellegrin Almeida,379516,DEFENSOR,18,,Brasil
Maycon,233416,MEIO-CAMPO,27,1.7,Brasil
Rodrigo Garro,270562,MEIO-CAMPO,26,,Argentina
Raniele,236099,MEIO-CAMPO,27,1.83,Brasil
Charles,240557,MEIO-CAMPO,28,1.88,Brasil
Breno Bidon,338898,MEIO-CAMPO,19,1.75,Brasil
Matheus Andrade,297761,MEIO-CAMPO,22,1.75,Brasil
Ruan,304648,MEIO-CAMPO,24,1.75,Brasil
Ryan,357354,MEIO-CAMPO,21,1.7,Brasil
Yago Kauã Rodrigues Gonçalves,379517,MEIO-CAMPO,18,,Brasil
Luiz Gustavo,371496,MEIO-CAMPO,18,1.78,Brasil
Dieguinho,382944,MEIO-CAMPO,17,,Brasil
Vitinho,382962,MEIO-CAMPO,17,,Brasil
José Andrés Martínez,287014,MEIO-CAMPO,30,1.78,Venezuela
Igor Coronado,157983,MEIO-CAMPO,32,1.7,Itália
Alex Santana,196879,MEIO-CAMPO,29,1.83,Brasil
Hector Hernández,123865,ATACANTE,29,1.8,Espanha
André Carrillo,148189,ATACANTE,33,1.8,Peru
Yuri Alberto,266666,ATACANTE,23,1.8,Brasil
Ángel Romero,193634,ATACANTE,32,1.75,Paraguai
Pedro Henrique,143702,ATACANTE,34,1.8,Brasil
Giovane,339953,ATACANTE,20,1.83,Brasil
Talles Magno,288930,ATACANTE,22,1.85,Brasil
Pedro Raúl,234070,ATACANTE,27,1.93,Brasil
Kayke Ferrari,361467,ATACANTE,20,,Brasil
Guilherme Inácio,382959,ATACANTE,17,,Brasil
Guilherme Henrique De Oliveira Morais,379489,ATACANTE,17,1.73,Brasil
Luiz Fernando,382961,ATACANTE,17,,Brasil
Kauã,382960,ATACANTE,17,,Brasil
Memphis Depay,159255,ATACANTE,30,1.78,Holanda
Leo Linck,310822,GOLEIRO,23,1.96,Brasil
Mycael,322655,GOLEIRO,20,1.88,Brasil
Matheus Rocha,361393,GOLEIRO,19,1.93,Brasil
Maksym Voronov,382868,GOLEIRO,18,,Ucrânia
Luan Patrick,297764,DEFENSOR,22,1.91,Brasil
Kaique Rocha,283147,DEFENSOR,23,1.98,Brasil
Fernando,301225,DEFENSOR,25,1.8,Brasil
Mateo Gamarra,285755,DEFENSOR,24,1.8,Paraguai
Mádson,169078,DEFENSOR,32,1.83,Brasil
Filipinho,315789,DEFENSOR,23,,Brasil
Leonardo Godoy,187848,DEFENSOR,29,1.73,Argentina
Lucas Esquivel,309499,DEFENSOR,23,1.8,Argentina
Marcos Victor,334243,DEFENSOR,22,1.85,Brasil
Thiago Heleno,201702,DEFENSOR,36,1.85,Brasil
Lucas Belezi,323125,DEFENSOR,21,1.85,Brasil
Marcos André Paulino Maia,374936,DEFENSOR,18,,Brasil
Leonardo Ataíde,332434,DEFENSOR,20,1.78,Brasil
Leonardo Derik,338881,DEFENSOR,19,1.65,Brasil
Arthur Dias,381170,DEFENSOR,17,,Brasil
Fábio Lucas,382859,DEFENSOR,18,1.88,Brasil
João Vigolo,382865,DEFENSOR,18,,Brasil
Gabriel,171993,MEIO-CAMPO,32,1.7,Brasil
Fernandinho,178486,MEIO-CAMPO,39,1.78,Brasil
Bruno Conceicão,289910,MEIO-CAMPO,22,1.85,Brasil
Bruno Zapelli,296574,MEIO-CAMPO,22,1.8,Argentina
Nikão,196828,MEIO-CAMPO,32,1.75,Brasil
Andrey Da Silva Bezerra De Carvalho,373959,MEIO-CAMPO,19,,Brasil
Erick,253796,MEIO-CAMPO,26,1.75,Brasil
José Vitor Silva Neves,383950,MEIO-CAMPO,24,1.93,Brasil
Eduardo,361357,MEIO-CAMPO,18,1.78,Brasil
Chiqueti,361383,MEIO-CAMPO,19,1.7,Brasil
João Cruz,361359,MEIO-CAMPO,18,1.7,Brasil
João Vitor,348928,MEIO-CAMPO,20,1.85,Brasil
Diogo Riquelme,382858,MEIO-CAMPO,19,,Brasil
Guilherme Back,382862,MEIO-CAMPO,18,,Brasil
Carlos Biro,334235,MEIO-CAMPO,20,1.78,Brasil
Christian,287788,MEIO-CAMPO,23,1.75,Brasil
Lucas Di Yorio,233903,ATACANTE,27,1.91,Argentina
Gonzalo Mastriani,189900,ATACANTE,31,1.8,Uruguai
Agustín Canobbio,241466,ATACANTE,26,1.75,Uruguai
Julimar,274442,ATACANTE,23,1.88,Brasil
Kayke Santos,385232,ATACANTE,16,,Brasil
Tomás Cuello,252197,ATACANTE,24,1.75,Argentina
Renan,318152,ATACANTE,21,1.88,Brasil
Walace,382870,ATACANTE,19,,Brasil
Sorriso,382869,ATACANTE,18,,Brasil
Kauê Sestrem,382867,ATACANTE,18,,Brasil
Emersonn,322654,ATACANTE,20,1.85,Brasil
Pablo,165692,ATACANTE,32,1.88,Brasil
Cleiton,239368,GOLEIRO,27,1.91,Brasil
Rubens Flávio Klemann Marcarini,380202,GOLEIRO,18,,Brasil
Fabrício,287767,GOLEIRO,24,1.91,Brasil
Lucão,266667,GOLEIRO,23,1.91,Brasil
Gustavo Reis De Alcantara,386191,GOLEIRO,19,1.91,Brasil
Eduardo Santos,296900,DEFENSOR,26,1.96,Brasil
Lucas Cunha,198597,DEFENSOR,27,1.85,Brasil
Sergio Palacios,368823,DEFENSOR,19,,Colômbia
Pedro Henrique,202485,DEFENSOR,29,1.88,Brasil
Marcos Paulo Lima Batista Silva,333835,DEFENSOR,21,1.8,Brasil
Isac,371525,DEFENSOR,18,,Brasil
Juninho Capixaba,229555,DEFENSOR,27,1.75,Brasil
Guilherme Almeida,216107,DEFENSOR,22,1.78,Brasil
José Hurtado,311087,DEFENSOR,22,1.78,Equador
Luan Cândido,266676,DEFENSOR,23,1.88,Brasil
Kevyn Monteiro,381522,DEFENSOR,19,,Brasil
Douglas Mendes,204133,DEFENSOR,20,1.91,Brasil
Nathan,318174,DEFENSOR,22,1.8,Brasil
Kauan Martins Chagas,390812,DEFENSOR,20,,Brasil
Gustavo Henrique Da Silva,362762,DEFENSOR,19,,Brasil
Danilo,155691,DEFENSOR,20,1.7,Brasil
Rafael Lima,381277,MEIO-CAMPO,18,,Brasil
Jadsom,283201,MEIO-CAMPO,23,1.75,Brasil
Jhonatan,332353,MEIO-CAMPO,22,1.78,Brasil
Ramires,279941,MEIO-CAMPO,24,1.75,Brasil
Lucas Evangelista,186776,MEIO-CAMPO,29,1.8,Brasil
Lincoln,216021,MEIO-CAMPO,25,1.78,Brasil
Gabriel Lopes,381282,MEIO-CAMPO,18,,Brasil
João Neto,291053,MEIO-CAMPO,21,1.78,Brasil
Gustavinho,357358,MEIO-CAMPO,20,1.75,Brasil
Raul,224731,MEIO-CAMPO,28,1.78,Brasil
Yuri Leles,381273,MEIO-CAMPO,17,,Brasil
Riquelme,381275,MEIO-CAMPO,18,,Brasil
Matheus Fernandes,225538,MEIO-CAMPO,26,1.83,Brasil
Kelvin Florez,345362,MEIO-CAMPO,20,,Colômbia
Victor Hugo De Faria Mota,390376,MEIO-CAMPO,21,,Brasil
Marquinhos,389360,MEIO-CAMPO,20,1.8,Brasil
Chumbinho,361619,MEIO-CAMPO,21,1.83,Brasil
Johan Caicedo,156482,MEIO-CAMPO,20,,Colômbia
Dija,353186,MEIO-CAMPO,21,,Brasil
Ivan Cavaleiro,187884,ATACANTE,31,1.75,Angola
Rai,381521,ATACANTE,20,,Brasil
Thiago Borbas,302628,ATACANTE,22,1.85,Uruguai
Eduardo Sasha,199680,ATACANTE,32,1.75,Brasil
Arthur Sousa Araújo,351298,ATACANTE,21,1.83,Brasil
Vitinho,287903,ATACANTE,25,1.78,Brasil
Henry Mosquera,333314,ATACANTE,22,,Colômbia
Kauê Ricardo,381281,ATACANTE,19,,Brasil
João Vitor Campos De Assis Ataide,381525,ATACANTE,19,,Brasil
Filipe,381283,ATACANTE,18,,Brasil
André Ricardo,381287,ATACANTE,19,,Brasil
Vinicinho,383987,ATACANTE,20,,Brasil
Juliano Viana Papille,387779,ATACANTE,16,,Brasil
Gabriel,155156,GOLEIRO,32,1.93,Brasil
Claus,216842,GOLEIRO,30,1.93,Brasil
Mário,379335,GOLEIRO,19,1.93,Brasil
Lucas Wingert,357943,GOLEIRO,25,,Brasil
João,285280,DEFENSOR,26,1.8,Brasil
Ze Marcos,228400,DEFENSOR,26,1.88,Brasil
Danilo Boza,270376,DEFENSOR,26,1.83,Brasil
Gabriel Inocencio,304538,DEFENSOR,30,,Brasil
Ewerton,292255,DEFENSOR,23,,Brasil
Mateus Gabriel Schaffer,384175,DEFENSOR,17,1.85,Brasil
João Vitor,379367,DEFENSOR,22,,Brasil
Abner,359217,DEFENSOR,20,1.88,Brasil
Alan Ruschel,130645,DEFENSOR,35,1.75,Brasil
Rodrigo Sam,205451,DEFENSOR,29,1.85,Brasil
Cauã Da Rocha,354799,DEFENSOR,19,1.85,Brasil
Lucas Freitas,312657,DEFENSOR,23,1.83,Brasil
Romércio,250905,DEFENSOR,27,1.85,Brasil
Yan,337018,DEFENSOR,23,1.88,Brasil
Luis,269642,MEIO-CAMPO,27,1.7,Brasil
Thiaguinho,163467,MEIO-CAMPO,27,1.8,Brasil
Nenê,36805,MEIO-CAMPO,43,1.8,Brasil
Kelvi,314605,MEIO-CAMPO,22,1.83,Brasil
Jádson,173351,MEIO-CAMPO,31,1.7,Brasil
Jean,198580,MEIO-CAMPO,32,1.78,Brasil
Lucas Barbosa,248584,MEIO-CAMPO,23,1.93,Brasil
Dudu,252543,MEIO-CAMPO,30,1.75,Brasil
Luis Mandaca,318130,MEIO-CAMPO,23,1.78,Brasil
João Victor Trevisol Da Silva,385281,MEIO-CAMPO,19,1.85,Brasil
Peixoto,384200,MEIO-CAMPO,27,,Brasil
Davi Goes Silva Ferreira Carvalho,381686,MEIO-CAMPO,19,,Brasil
Caique,252315,MEIO-CAMPO,29,1.78,Brasil
Ronaldo,229574,MEIO-CAMPO,28,1.78,Brasil
Erick,271407,ATACANTE,27,1.73,Brasil
Gilberto,199679,ATACANTE,35,1.78,Brasil
Marcelinho,304363,ATACANTE,21,1.65,Brasil
Diego,192510,ATACANTE,30,1.83,Brasil
Edson Guilherme Mendes dos Santos,94310,ATACANTE,27,1.78,Brasil
David Conceição,319696,ATACANTE,24,,Brasil
Gabriel Taliari,235385,ATACANTE,27,1.75,Brasil
Pinna,379336,ATACANTE,17,1.83,Brasil
Ronie Carrillo,214113,ATACANTE,28,1.88,Equador
Walter,196851,GOLEIRO,36,1.88,Brasil
Rhyan,381535,GOLEIRO,18,,Brasil
Mateus,198595,GOLEIRO,32,1.93,Brasil
Felipe Lopes,382991,GOLEIRO,19,,Brasil
Matheus Alexandre,280678,DEFENSOR,25,,Brasil
Marllon,157743,DEFENSOR,32,1.85,Brasil
Marcelo Henrique,382998,DEFENSOR,19,,Brasil
Guilherme Madruga,357272,DEFENSOR,23,,Brasil
Hernandes,382987,DEFENSOR,19,,Brasil
Ramon,269915,DEFENSOR,23,1.73,Brasil
Vinicius Dorneles,383006,DEFENSOR,20,,Brasil
Alan Empereur,194566,DEFENSOR,30,1.85,Brasil
Bruno Alves,200943,DEFENSOR,33,1.83,Brasil
Renan,383001,DEFENSOR,20,,Brasil
Vinicius Bertuchi,383005,DEFENSOR,19,,Brasil
Gabriel Knesowitsch,338674,DEFENSOR,21,,Brasil
Jadson,360138,DEFENSOR,19,,Brasil
Juan Pablo,327806,DEFENSOR,22,,Brasil
Luisão,382997,DEFENSOR,19,,Brasil
Mateusinho,382999,DEFENSOR,19,,Brasil
Filipe Augusto,177564,MEIO-CAMPO,31,1.83,Brasil
Max,287768,MEIO-CAMPO,23,1.75,Brasil
Eduardo Vinícius,382990,MEIO-CAMPO,19,,Brasil
Luiz Felipe,376665,MEIO-CAMPO,20,1.78,Brasil
Lucas Fernandes,234713,MEIO-CAMPO,27,1.75,Brasil
David Miguel De Souza Arcanjo,395391,MEIO-CAMPO,17,1.8,Brasil
Railan,346901,MEIO-CAMPO,24,,Brasil
Clayson,198389,MEIO-CAMPO,29,1.7,Brasil
Niltinho,383000,MEIO-CAMPO,19,,Brasil
Denilson,325101,MEIO-CAMPO,23,,Brasil
Lucas Mineiro,235996,MEIO-CAMPO,28,1.88,Brasil
Thomas,383003,MEIO-CAMPO,19,,Brasil
Lucas di Almeida,382995,MEIO-CAMPO,18,,Brasil
João Vitor,358799,MEIO-CAMPO,19,,Brasil
Guilherme Sousa,382992,MEIO-CAMPO,18,,Brasil
Rian Patric,383002,MEIO-CAMPO,18,,Brasil
Kauan,382994,MEIO-CAMPO,18,,Brasil
Tarcísio Muniz,366777,MEIO-CAMPO,21,,Brasil
Fernando Sobral,201942,MEIO-CAMPO,29,1.78,Brasil
Jonathan Cafú,198610,ATACANTE,33,1.73,Brasil
Isidro Pitta,287035,ATACANTE,25,1.83,Paraguai
Eliel,345885,ATACANTE,21,1.75,Brasil
Gustavo Sauer,203128,ATACANTE,31,1.8,Brasil
Derik Lacerda,306512,ATACANTE,25,1.91,Brasil
Dyego,382989,ATACANTE,19,,Brasil
Titto,383004,ATACANTE,19,,Brasil
Bibi,382988,ATACANTE,18,,Brasil
Gabryel Vinicius,358813,ATACANTE,22,,Brasil
André Luis,222200,ATACANTE,27,1.78,Brasil
Ronaldo,224106,GOLEIRO,28,1.93,Brasil
Emerson  Júnior,307606,GOLEIRO,24,1.96,Brasil
Pedro Rangel,311037,GOLEIRO,19,1.8,Venezuela
Philipe Sampaio,201164,DEFENSOR,29,1.91,Brasil
Pedrão,201716,DEFENSOR,31,1.91,Brasil
Maguinho,203967,DEFENSOR,32,1.7,Brasil
Luiz Felipe,218909,DEFENSOR,31,1.88,Brasil
Guilherme Romão,256866,DEFENSOR,27,1.75,Brasil
Alix Vinicius,257335,DEFENSOR,24,1.96,Brasil
Yeferson Rodallega,302153,DEFENSOR,23,,Colômbia
Adriano Martins Da Fonseca,302596,DEFENSOR,27,,Brasil
Marcao,338050,DEFENSOR,23,,Brasil
Rafael Haller,359985,DEFENSOR,24,1.78,Uruguai
Hygor,383894,DEFENSOR,20,1.7,Brasil
Kauã Moura,383895,DEFENSOR,20,1.83,Brasil
Mateus Macedo,383896,DEFENSOR,19,,Brasil
Luiz Gustavo,384189,DEFENSOR,21,,Brasil
Gustavo Daniel,359195,DEFENSOR,19,,Brasil
Gonzalo Freitas,164162,MEIO-CAMPO,33,1.85,Uruguai
Gustavo Campanharo,165877,MEIO-CAMPO,32,1.78,Brasil
Angelo Araos,224335,MEIO-CAMPO,27,1.75,Chile
Shaylon,252610,MEIO-CAMPO,27,1.8,Brasil
Gabriel Baralhas,269852,MEIO-CAMPO,26,1.78,Brasil
Rhaldney,303072,MEIO-CAMPO,25,,Brasil
Roni,304351,MEIO-CAMPO,25,1.75,Brasil
Matías Lacava,316226,MEIO-CAMPO,22,1.68,Venezuela
Randerson De Sousa Almeida,373958,MEIO-CAMPO,20,,Brasil
Gustavo Almeida,383893,MEIO-CAMPO,20,,Brasil
Rai,384190,MEIO-CAMPO,19,,Brasil
Jean Carlos Alves Ferreira,390671,MEIO-CAMPO,19,,Brasil
Jorginho,188366,MEIO-CAMPO,33,1.8,Brasil
Derek,34580,ATACANTE,26,1.85,Brasil
Joel Campbell,166669,ATACANTE,32,1.78,Costa Rica
Luiz Fernando,218924,ATACANTE,28,1.78,Brasil
Bruno,234012,ATACANTE,29,1.75,Brasil
Jan Hurtado,252023,ATACANTE,24,1.8,Venezuela
Alejo Cruz Techera,309505,ATACANTE,24,1.7,Uruguai
Eli Silvano Kovalik Junior,354171,ATACANTE,20,1.78,Brasil
Emiliano Rodríguez,358753,ATACANTE,21,1.91,Uruguai
Max,379288,ATACANTE,22,1.83,Brasil
Sandrinho,384191,ATACANTE,20,,Brasil
Pedro Geovane Paranhos Santos,392166,ATACANTE,18,,Brasil
Janderson,249846,ATACANTE,25,1.6,Brasil
