id_partida,jogador_1,jogador_2,tipo,minuto,descricao,id_time
699353,,,ENCERRAMENTO-2,90'+7',,
699353,Rodrigo Sam,,CARTAO-AMARELO,90'+6',,Juventude
699353,Yannick Bolasie,,CARTAO-AMARELO,90'+6',,Criciúma
699353,,Gabriel,FALTA-SOFRIDA,90'+5',,Juventude
699353,Yannick Bolasie,,FALTA-FEITA,90'+5',,Criciúma
699353,Gabriel,,CARTAO-AMARELO,90'+4',,Juventude
699353,Matheusinho,,GOL-PERDIDO,90'+3',CHUTE (pé esquerdo),Criciúma
699353,Miguel Trauco,,CARTAO-AMARELO,90'+2',por uma entrada perigosa,Criciúma
699353,Miguel Trauco,Fellipe Mateus,SUBSTITUICAO,86',, Criciúma
699353,Arthur Caike,Renato Kayzer,SUBSTITUICAO,86',, Criciúma
699353,Marcelinho,,GOL-PERDIDO,86',CHUTE (pé esquerdo),Juventude
699353,,Fellipe Mateus,FALTA-SOFRIDA,84',,Criciúma
699353,Gabriel Inocêncio,,FALTA-FEITA,84',,Juventude
699353,,Rildo,FALTA-SOFRIDA,79',,Juventude
699353,Fellipe Mateus,,FALTA-FEITA,79',,Criciúma
699353,,Thiaguinho,FALTA-SOFRIDA,79',,Juventude
699353,Barreto,,FALTA-FEITA,79',,Criciúma
699353,Matheusinho,Marquinhos Gabriel,SUBSTITUICAO,78',, Criciúma
699353,Yerson Candelo,Claudinho,SUBSTITUICAO,78',, Criciúma
699353,,Alisson,ESCANTEIO,76',, Juventude
699353,,Renato Kayzer,FALTA-SOFRIDA,75',,Criciúma
699353,Zé Marcos,,FALTA-FEITA,75',,Juventude
699353,Thiaguinho,,FALTA-FEITA,73',,Juventude
699353,,Barreto,FALTA-SOFRIDA,73',,Criciúma
699353,Thiaguinho,Caíque uma lesão,SUBSTITUICAO,73',, Juventude
699353,Rildo,Lucas Barbosa,SUBSTITUICAO,72',, Juventude
699353,Thiaguinho,,LESAO,71',,Juventude
699353,,Jádson,FALTA-SOFRIDA,70',,Juventude
699353,Barreto,,FALTA-FEITA,70',,Criciúma
699353,Caíque,Erick Farias ,IMPEDIMENTO,69',,Juventude
699353,Marquinhos Gabriel,,CARTAO-AMARELO,67',por uma entrada perigosa,Criciúma
699353,Marquinhos Gabriel,,FALTA-FEITA,67',,Criciúma
699353,,Caíque,FALTA-SOFRIDA,67',,Juventude
699353,Caíque,,FALTA-FEITA,66',,Juventude
699353,,Barreto,FALTA-SOFRIDA,66',,Criciúma
699353,Jean Carlos,Jádson depois de um contra-ataque,GOL,64',,Juventude
699353,Caíque,,CARTAO-AMARELO,64',,Juventude
699353,Zé Marcos,,GOL-PERDIDO,62',CHUTE (pé esquerdo),Juventude
699353,,Higor Meritão,ESCANTEIO,62',, Juventude
699353,,Claudinho,ESCANTEIO,61',, Juventude
699353,Lucas Barbosa,,GOL-PERDIDO,61',CABECEIO,Juventude
699353,Marcelinho,Nenê,SUBSTITUICAO,61',, Juventude
699353,Fellipe Mateus,,CARTAO-AMARELO,59',por tocar a bola com a mão,Criciúma
699353,Yannick Bolasie,Éder,SUBSTITUICAO,58',, Criciúma
699353,João Lucas,Erick Farias ,IMPEDIMENTO,57',,Juventude
699353,,Fellipe Mateus,FALTA-SOFRIDA,56',,Criciúma
699353,Gabriel Inocêncio,,FALTA-FEITA,56',,Juventude
699353,Erick Farias,,GOL-PERDIDO,56',CHUTE (pé direito),Juventude
699353,,Marquinhos Gabriel,FALTA-SOFRIDA,54',,Criciúma
699353,Jádson,,FALTA-FEITA,54',,Juventude
699353,,Fellipe Mateus,FALTA-SOFRIDA,51',,Criciúma
699353,Gabriel Inocêncio,,FALTA-FEITA,51',,Juventude
699353,,Zé Marcos,FALTA-SOFRIDA,49',,Juventude
699353,Barreto,,FALTA-FEITA,49',,Criciúma
699353,,,ENCERRAMENTO-1,45'+8',,
699353,,Jean Carlos,FALTA-SOFRIDA,45'+7',,Juventude
699353,Fellipe Mateus,,FALTA-FEITA,45'+7',,Criciúma
699353,Jean Carlos,,CARTAO-AMARELO,45'+7',por uma entrada perigosa,Juventude
699353,,Rodrigo,FALTA-SOFRIDA,45'+7',,Criciúma
699353,Jean Carlos,,FALTA-FEITA,45'+7',,Juventude
699353,,Éder,FALTA-SOFRIDA,45'+3',,Criciúma
699353,Jádson,,FALTA-FEITA,45'+3',,Juventude
699353,,Fellipe Mateus,FALTA-SOFRIDA,45',,Criciúma
699353,Nenê,,FALTA-FEITA,45',,Juventude
699353,,Fellipe Mateus,FALTA-SOFRIDA,43',,Criciúma
699353,Gabriel Inocêncio,,FALTA-FEITA,43',,Juventude
699353,,Fellipe Mateus,ESCANTEIO,42',, Juventude
699353,Alisson,Renato Kayzer ,IMPEDIMENTO,39',,Criciúma
699353,Éder,,FALTA-FEITA,38',,Criciúma
699353,,Caíque,FALTA-SOFRIDA,38',,Juventude
699353,Renato Kayzer,Marcelo Hermes com um passe de cabeça,GOL,36',,Criciúma
699353,,João Lucas,FALTA-SOFRIDA,34',,Juventude
699353,Éder,,FALTA-FEITA,34',,Criciúma
699353,Zé Marcos,,CARTAO-AMARELO,33',,Juventude
699353,,Éder,FALTA-SOFRIDA,33',,Criciúma
699353,Rodrigo Sam,,FALTA-FEITA,33',,Juventude
699353,João Lucas,,CARTAO-AMARELO,32',,Juventude
699353,Lucas Barbosa,,GOL-PERDIDO,31',CHUTE (pé esquerdo),Juventude
699353,Claudinho,Renato Kayzer ,IMPEDIMENTO,23',,Criciúma
699353,,Fellipe Mateus,FALTA-SOFRIDA,21',,Criciúma
699353,Caíque,,FALTA-FEITA,21',,Juventude
699353,Éder,,GOL-PERDIDO,20',CHUTE (pé direito),Criciúma
699353,Erick Farias,Gilberto uma lesão,SUBSTITUICAO,18',, Juventude
699353,Renato Kayzer,,GOL-PERDIDO,18',CABECEIO,Criciúma
699353,Gilberto,,LESAO,15',,Juventude
699353,Gilberto,,GOL-PERDIDO,15',CHUTE (pé direito),Juventude
699353,Caíque,Nenê ,IMPEDIMENTO,12',,Juventude
699353,Fellipe Mateus,Barreto ,IMPEDIMENTO,11',,Criciúma
699353,,Renato Kayzer,FALTA-SOFRIDA,11',,Criciúma
699353,João Lucas,,FALTA-FEITA,11',,Juventude
699353,Marcelo Hermes,,GOL-PERDIDO,9',CHUTE (pé direito),Criciúma
699353,,Fellipe Mateus,FALTA-SOFRIDA,8',,Criciúma
699353,Jean Carlos,,FALTA-FEITA,8',,Juventude
699353,Jádson,Nenê ,IMPEDIMENTO,4',,Juventude
699353,Lucas Barbosa,,GOL-PERDIDO,3',CHUTE (pé esquerdo),Juventude
699356,,,ENCERRAMENTO-2,90'+7',,
699356,Carlos de Pena,,CARTAO-AMARELO,90'+6',,Bahia
699356,Everaldo,,GOL-PERDIDO,90'+6',CHUTE (pé direito),Bahia
699356,Gabriel Mercado,,CARTAO-AMARELO,90'+4',,Internacional
699356,Everaldo,,CARTAO-AMARELO,90'+4',,Bahia
699356,,Sergio Rochet,FALTA-SOFRIDA,90'+4',,Internacional
699356,Everaldo,,FALTA-FEITA,90'+4',,Bahia
699356,Fabricio Bustos,,CARTAO-AMARELO,90'+3',por uma entrada perigosa,Internacional
699356,Fabricio Bustos,,FALTA-FEITA,90'+3',,Internacional
699356,,Biel,FALTA-SOFRIDA,90'+3',,Bahia
699356,Luciano Juba,Biel ,IMPEDIMENTO,90'+2',,Bahia
699356,,Lucas Alario,ESCANTEIO,90',, Bahia
699356,Rafael Borré,,FALTA-FEITA,90',,Internacional
699356,,Carlos de Pena,FALTA-SOFRIDA,90',,Bahia
699356,Rafael Borré,Lucas Alario ,IMPEDIMENTO,89',,Internacional
699356,Lucas Alario,,CARTAO-AMARELO,88',por uma entrada perigosa,Internacional
699356,Lucas Alario,,FALTA-FEITA,88',,Internacional
699356,,Carlos de Pena,FALTA-SOFRIDA,88',,Bahia
699356,,Víctor Cuesta,FALTA-SOFRIDA,85',,Bahia
699356,Rafael Borré,,FALTA-FEITA,85',,Internacional
699356,Fernando,Bruno Henrique com um cruzamento após escanteio,GOL,83',,Internacional
699356,,Luciano Juba,ESCANTEIO,83',, Internacional
699356,Gustavo Prado,Maurício,SUBSTITUICAO,83',, Internacional
699356,,Gabriel Mercado,FALTA-SOFRIDA,82',,Internacional
699356,Carlos de Pena,,FALTA-FEITA,82',,Bahia
699356,Carlos de Pena,Éverton Ribeiro,SUBSTITUICAO,80',, Bahia
699356,Everaldo,Thaciano,SUBSTITUICAO,80',, Bahia
699356,Vitão,,FALTA-FEITA,79',,Internacional
699356,,Biel,FALTA-SOFRIDA,79',,Bahia
699356,,Vitão,FALTA-SOFRIDA,76',,Internacional
699356,Thaciano,,FALTA-FEITA,76',,Bahia
699356,Lucas Alario,Wanderson,SUBSTITUICAO,76',, Internacional
699356,,Kanu,FALTA-SOFRIDA,74',,Bahia
699356,Rafael Borré,,FALTA-FEITA,74',,Internacional
699356,Wesley,,GOL,72',pé esquerdo,Internacional
699356,Biel,Jean Lucas,GOL,70',,Bahia
699356,Maurício,,GOL-PERDIDO,66',CHUTE (pé direito),Internacional
699356,Biel,Caio Alexandre,SUBSTITUICAO,64',, Bahia
699356,Vitão,Rafael Borré ,IMPEDIMENTO,62',,Internacional
699356,Vitão,,GOL-PERDIDO,62',CABECEIO,Internacional
699356,,Wesley,FALTA-SOFRIDA,61',,Internacional
699356,Víctor Cuesta,,FALTA-FEITA,61',,Bahia
699356,Rafael Borré,,GOL-PERDIDO,60',CABECEIO,Internacional
699356,,Rezende,ESCANTEIO,59',, Internacional
699356,Caio Alexandre,Thaciano ,IMPEDIMENTO,58',,Bahia
699356,,Víctor Cuesta,FALTA-SOFRIDA,54',,Bahia
699356,Wesley,,FALTA-FEITA,54',,Internacional
699356,Rafael Borré,,GOL-PERDIDO,52',CABECEIO,Internacional
699356,Bruno Henrique,,GOL-PERDIDO,50',CHUTE (pé direito),Internacional
699356,,Víctor Cuesta,ESCANTEIO,50',, Internacional
699356,,Thaciano,FALTA-SOFRIDA,48',,Bahia
699356,Fernando,,FALTA-FEITA,48',,Internacional
699356,,Renê,FALTA-SOFRIDA,46',,Internacional
699356,Éverton Ribeiro,,FALTA-FEITA,46',,Bahia
699356,Wesley,Lucca,SUBSTITUICAO,45',, Internacional
699356,Gabriel Mercado,Thiago Maia,SUBSTITUICAO,45',, Internacional
699356,Bruno Henrique,Bruno Gomes,SUBSTITUICAO,45',, Internacional
699356,Cauly,Óscar Estupiñán,SUBSTITUICAO,45',, Bahia
699356,,,ENCERRAMENTO-1,45'+2',,
699356,,Rezende,FALTA-SOFRIDA,45'+2',,Bahia
699356,Bruno Gomes,,FALTA-FEITA,45'+2',,Internacional
699356,Fabricio Bustos,,FALTA-FEITA,45',,Internacional
699356,,Caio Alexandre,FALTA-SOFRIDA,45',,Bahia
699356,,Maurício,FALTA-SOFRIDA,45',,Internacional
699356,Caio Alexandre,,FALTA-FEITA,45',,Bahia
699356,Fernando,,CARTAO-AMARELO,41',,Internacional
699356,,Wanderson,FALTA-SOFRIDA,41',,Internacional
699356,Santiago Arias,,FALTA-FEITA,41',,Bahia
699356,,Éverton Ribeiro,FALTA-SOFRIDA,40',,Bahia
699356,Wanderson,,FALTA-FEITA,40',,Internacional
699356,,Lucca,FALTA-SOFRIDA,38',,Internacional
699356,Kanu,,FALTA-FEITA,38',,Bahia
699356,,Thiago Maia,ESCANTEIO,36',, Bahia
699356,Rafael Borré,,FALTA-FEITA,36',,Internacional
699356,,Caio Alexandre,FALTA-SOFRIDA,36',,Bahia
699356,,Santiago Arias,FALTA-SOFRIDA,35',,Bahia
699356,Wanderson,,FALTA-FEITA,35',,Internacional
699356,Thaciano,,FALTA-FEITA,34',,Bahia
699356,,Bruno Gomes,FALTA-SOFRIDA,34',,Internacional
699356,Fabricio Bustos,,GOL-PERDIDO,33',CHUTE (pé direito),Internacional
699356,Óscar Estupiñán,,GOL-PERDIDO,31',CABECEIO,Bahia
699356,Maurício,,CARTAO-AMARELO,29',por uma entrada perigosa,Internacional
699356,,Luciano Juba,FALTA-SOFRIDA,29',,Bahia
699356,Maurício,,FALTA-FEITA,29',,Internacional
699356,,Sergio Rochet,ESCANTEIO,28',, Bahia
699356,,Éverton Ribeiro,FALTA-SOFRIDA,28',,Bahia
699356,Bruno Gomes,,FALTA-FEITA,28',,Internacional
699356,Éverton Ribeiro,,GOL-PERDIDO,26',CHUTE (pé esquerdo),Bahia
699356,Bruno Gomes,,FALTA-FEITA,26',,Internacional
699356,,Caio Alexandre,FALTA-SOFRIDA,26',,Bahia
699356,,Santiago Arias,ESCANTEIO,22',, Internacional
699356,,Marcos Felipe,ESCANTEIO,18',, Internacional
699356,,Luciano Juba,ESCANTEIO,18',, Internacional
699356,Jean Lucas,,CARTAO-AMARELO,13',por uma entrada perigosa,Bahia
699356,Jean Lucas,,FALTA-FEITA,13',,Bahia
699356,,Bruno Gomes,FALTA-SOFRIDA,13',,Internacional
699356,,Rezende,FALTA-SOFRIDA,12',,Bahia
699356,Rafael Borré,,FALTA-FEITA,12',,Internacional
699356,Vitão,,FALTA-FEITA,11',,Internacional
699356,,Caio Alexandre,FALTA-SOFRIDA,11',,Bahia
699356,,Santiago Arias,FALTA-SOFRIDA,10',,Bahia
699356,Vitão,,FALTA-FEITA,10',,Internacional
699356,,Wanderson,FALTA-SOFRIDA,9',,Internacional
699356,Víctor Cuesta,,FALTA-FEITA,9',,Bahia
699356,,Renê,FALTA-SOFRIDA,5',,Internacional
699356,Jean Lucas,,FALTA-FEITA,5',,Bahia
699356,,Lucca,FALTA-SOFRIDA,3',,Internacional
699356,Santiago Arias,,FALTA-FEITA,3',,Bahia
699356,Sergio Rochet,Rafael Borré ,IMPEDIMENTO,1',,Internacional
699356,,Kanu,FALTA-SOFRIDA,1',,Bahia
699356,Lucca,,FALTA-FEITA,1',,Internacional
699355,,,ENCERRAMENTO-2,90'+7',,
699355,,José Hurtado,ESCANTEIO,90'+6',, Fluminense
699355,,Vitinho,FALTA-SOFRIDA,90'+4',,RB Bragantino
699355,Douglas Costa,,FALTA-FEITA,90'+4',,Fluminense
699355,André,,CARTAO-AMARELO,90'+2',por uma entrada perigosa,Fluminense
699355,André,,FALTA-FEITA,90'+2',,Fluminense
699355,,Eric Ramires,FALTA-SOFRIDA,90'+2',,RB Bragantino
699355,,Guilherme,ESCANTEIO,90',, Fluminense
699355,,Thiago Borbas,ESCANTEIO,90',, Fluminense
699355,,Marquinhos,FALTA-SOFRIDA,89',,Fluminense
699355,Vitinho,,FALTA-FEITA,89',,RB Bragantino
699355,Kauã Elias,Germán Cano,SUBSTITUICAO,89',, Fluminense
699355,Guilherme,,GOL-PERDIDO,87',CHUTE (pé esquerdo),RB Bragantino
699355,Martinelli,,GOL-PERDIDO,85',CABECEIO,Fluminense
699355,,Henry Mosquera,ESCANTEIO,85',, Fluminense
699355,Marcelo,,GOL-PERDIDO,84',CHUTE (pé esquerdo),Fluminense
699355,Jadsom,,CARTAO-AMARELO,83',,RB Bragantino
699355,,John Kennedy,FALTA-SOFRIDA,83',,Fluminense
699355,Luan Cândido,,FALTA-FEITA,83',,RB Bragantino
699355,Vitinho,,CARTAO-AMARELO,81',,RB Bragantino
699355,,Marquinhos,FALTA-SOFRIDA,81',,Fluminense
699355,Vitinho,,FALTA-FEITA,81',,RB Bragantino
699355,Felipe Andrade,Ganso,SUBSTITUICAO,80',, Fluminense
699355,Guilherme,,GOL-PERDIDO,80',CHUTE (pé esquerdo),RB Bragantino
699355,,Jhon Arias,FALTA-SOFRIDA,78',,Fluminense
699355,Eric Ramires,,FALTA-FEITA,78',,RB Bragantino
699355,,Lima,FALTA-SOFRIDA,78',,Fluminense
699355,Jadsom,,FALTA-FEITA,78',,RB Bragantino
699355,Jhon Arias,,GOL-PERDIDO,76',CHUTE (pé direito),Fluminense
699355,John Kennedy,,GOL-PERDIDO,74',CHUTE (pé esquerdo),Fluminense
699355,,Luan Cândido,ESCANTEIO,73',, Fluminense
699355,,Ganso,FALTA-SOFRIDA,72',,Fluminense
699355,Thiago Borbas,,FALTA-FEITA,72',,RB Bragantino
699355,,Douglas Mendes,ESCANTEIO,71',, Fluminense
699355,,Lima,FALTA-SOFRIDA,70',,Fluminense
699355,Eric Ramires,,FALTA-FEITA,70',,RB Bragantino
699355,Guilherme,Juninho Capixaba,SUBSTITUICAO,70',, RB Bragantino
699355,,John Kennedy,FALTA-SOFRIDA,69',,Fluminense
699355,Jadsom,,FALTA-FEITA,69',,RB Bragantino
699355,Lima,Ganso,GOL,68',pé direito,Fluminense
699355,,Lucão,ESCANTEIO,65',, Fluminense
699355,Eric Ramires,,GOL-PERDIDO,64',CHUTE (pé esquerdo),RB Bragantino
699355,Guga,,CARTAO-AMARELO,64',,Fluminense
699355,,André,ESCANTEIO,63',, RB Bragantino
699355,,Jhon Arias,FALTA-SOFRIDA,60',,Fluminense
699355,Juninho Capixaba,,FALTA-FEITA,60',,RB Bragantino
699355,,Martinelli,ESCANTEIO,59',, RB Bragantino
699355,John Kennedy,Felipe Melo,SUBSTITUICAO,58',, Fluminense
699355,Douglas Costa,Samuel Xavier,SUBSTITUICAO,58',, Fluminense
699355,Germán Cano,,GOL-PERDIDO,58',CHUTE (pé direito),Fluminense
699355,Eduardo Sasha,,GOL-PERDIDO,55',CHUTE (pé direito),RB Bragantino
699355,Thiago Borbas,Vitinho com um cruzamento,GOL,52',,RB Bragantino
699355,,Marquinhos,FALTA-SOFRIDA,52',,Fluminense
699355,Luan Cândido,,FALTA-FEITA,52',,RB Bragantino
699355,,Henry Mosquera,FALTA-SOFRIDA,51',,RB Bragantino
699355,André,,FALTA-FEITA,51',,Fluminense
699355,,Felipe Melo,FALTA-SOFRIDA,50',,Fluminense
699355,Eduardo Sasha,,FALTA-FEITA,50',,RB Bragantino
699355,Eduardo Sasha,Vitinho com um cruzamento de bola parada,GOL,47',,RB Bragantino
699355,,Vitinho,FALTA-SOFRIDA,47',,RB Bragantino
699355,Felipe Melo,,FALTA-FEITA,47',,Fluminense
699355,Vitinho,Ignacio Laquintana,SUBSTITUICAO,45',, RB Bragantino
699355,Thiago Borbas,Gustavinho,SUBSTITUICAO,45',, RB Bragantino
699355,Lucão,Cleiton uma lesão,SUBSTITUICAO,45',, RB Bragantino
699355,Eric Ramires,Raul,SUBSTITUICAO,45',, RB Bragantino
699355,,,ENCERRAMENTO-1,45'+7',,
699355,,Juninho Capixaba,FALTA-SOFRIDA,45'+6',,RB Bragantino
699355,Marquinhos,,FALTA-FEITA,45'+6',,Fluminense
699355,Lima,Ganso com um cruzamento após escanteio,GOL,45'+4',pé direito,Fluminense
699355,,Raul,ESCANTEIO,45'+4',, Fluminense
699355,Marcelo,,GOL-PERDIDO,44',CHUTE (pé esquerdo),Fluminense
699355,Juninho Capixaba,,CARTAO-AMARELO,44',por uma entrada perigosa,RB Bragantino
699355,,Marquinhos,FALTA-SOFRIDA,43',,Fluminense
699355,Juninho Capixaba,,FALTA-FEITA,43',,RB Bragantino
699355,,Jadsom,FALTA-SOFRIDA,42',,RB Bragantino
699355,Marcelo,,FALTA-FEITA,42',,Fluminense
699355,Felipe Melo,,GOL-PERDIDO,41',CABECEIO,Fluminense
699355,,Eduardo Sasha,ESCANTEIO,41',, Fluminense
699355,,Luan Cândido,ESCANTEIO,40',, Fluminense
699355,Juninho Capixaba,,GOL-PERDIDO,39',CHUTE (pé esquerdo),RB Bragantino
699355,,Samuel Xavier,ESCANTEIO,39',, RB Bragantino
699355,,Cleiton,ESCANTEIO,35',, Fluminense
699355,,Cleiton,ESCANTEIO,34',, Fluminense
699355,Marquinhos,,GOL-PERDIDO,32',CABECEIO,Fluminense
699355,,Felipe Melo,FALTA-SOFRIDA,32',,Fluminense
699355,Gustavinho,,FALTA-FEITA,32',,RB Bragantino
699355,Samuel Xavier,,GOL-PERDIDO,31',CHUTE (pé esquerdo),Fluminense
699355,Eduardo Sasha,,GOL-PERDIDO,29',CABECEIO,RB Bragantino
699355,Marquinhos,,CARTAO-AMARELO,29',,Fluminense
699355,Luan Cândido,,GOL-PERDIDO,27',CABECEIO,RB Bragantino
699355,,Fábio,ESCANTEIO,26',, RB Bragantino
699355,,Marquinhos,FALTA-SOFRIDA,24',,Fluminense
699355,Gustavinho,,FALTA-FEITA,24',,RB Bragantino
699355,Samuel Xavier,,LESAO,22',,Fluminense
699355,Luan Cândido,,FALTA-FEITA,19',,RB Bragantino
699355,,André,FALTA-SOFRIDA,19',,Fluminense
699355,,André,ESCANTEIO,17',, RB Bragantino
699355,,Felipe Melo,ESCANTEIO,16',, RB Bragantino
699355,,Juninho Capixaba,FALTA-SOFRIDA,12',,RB Bragantino
699355,Marquinhos,,FALTA-FEITA,12',,Fluminense
699355,Cleiton,,LESAO,10',,RB Bragantino
699355,Luan Cândido,,CARTAO-AMARELO,9',,RB Bragantino
699355,Gustavinho,,FALTA-FEITA,9',,RB Bragantino
699355,,André,FALTA-SOFRIDA,9',,Fluminense
699355,,Cleiton,ESCANTEIO,7',, Fluminense
699355,,Jhon Arias,FALTA-SOFRIDA,7',,Fluminense
699355,Raul,,FALTA-FEITA,7',,RB Bragantino
699355,Felipe Melo,,LESAO,6',,Fluminense
699355,Marquinhos,,FALTA-FEITA,4',,Fluminense
699355,,Eduardo Sasha,FALTA-SOFRIDA,4',,RB Bragantino
699355,,Germán Cano,FALTA-SOFRIDA,2',,Fluminense
699355,Raul,,FALTA-FEITA,2',,RB Bragantino
699355,,Martinelli,FALTA-SOFRIDA,1',,Fluminense
699355,Eduardo Sasha,,FALTA-FEITA,1',,RB Bragantino
699357,Rodrigo Nestor,,CARTAO-AMARELO,90'+8',,São Paulo
699357,,,ENCERRAMENTO-2,90'+8',,
699357,Benjamín Kuscevic,,FALTA-FEITA,90'+6',,Fortaleza
699357,,Erick,FALTA-SOFRIDA,90'+6',,São Paulo
699357,Pablo Maia,,GOL-PERDIDO,90'+5',CHUTE (pé direito),São Paulo
699357,,William,ESCANTEIO,90'+4',, Fortaleza
699357,Bruno Pacheco,,FALTA-FEITA,89',,Fortaleza
699357,,Erick,FALTA-SOFRIDA,89',,São Paulo
699357,André Silva,Erick,GOL,84',pé esquerdo,São Paulo
699357,Tinga,Juan Lucero,SUBSTITUICAO,83',, Fortaleza
699357,João Ricardo,,LESAO,83',,Fortaleza
699357,Pablo Maia,,GOL-PERDIDO,82',CHUTE (pé direito),São Paulo
699357,,Bruno Pacheco,ESCANTEIO,82',, São Paulo
699357,Imanol Machuca,Pedro Augusto N depois de um contra-ataque,GOL,80',pé direito,Fortaleza
699357,,Lucas Sasha,ESCANTEIO,79',, São Paulo
699357,,Nahuel Ferraresi,FALTA-SOFRIDA,78',,São Paulo
699357,Juan Lucero,,FALTA-FEITA,78',,Fortaleza
699357,Rodrigo Nestor,Alisson,SUBSTITUICAO,76',, São Paulo
699357,André Silva,Luciano,SUBSTITUICAO,76',, São Paulo
699357,Luciano,,CARTAO-AMARELO,75',,São Paulo
699357,Luciano,,FALTA-FEITA,75',,São Paulo
699357,,Benjamín Kuscevic,FALTA-SOFRIDA,75',,Fortaleza
699357,Imanol Machuca,,FALTA-FEITA,72',,Fortaleza
699357,,Alisson,FALTA-SOFRIDA,72',,São Paulo
699357,Lucas Sasha,Zé Welison,SUBSTITUICAO,72',, Fortaleza
699357,Pedro Augusto,Hércules,SUBSTITUICAO,72',, Fortaleza
699357,,João Ricardo,ESCANTEIO,71',, São Paulo
699357,,Tomás Pochettino,FALTA-SOFRIDA,70',,Fortaleza
699357,William,,FALTA-FEITA,70',,São Paulo
699357,Imanol Machuca,,GOL-PERDIDO,69',CHUTE (pé esquerdo),Fortaleza
699357,,Moisés,ESCANTEIO,68',, São Paulo
699357,Juan Lucero,Tomás Pochettino,GOL,66',,Fortaleza
699357,William,,GOL-PERDIDO,66',CABECEIO,São Paulo
699357,William,Michel Araújo,SUBSTITUICAO,65',, São Paulo
699357,Erick,Igor Vinícius,SUBSTITUICAO,65',, São Paulo
699357,,Michel Araújo,FALTA-SOFRIDA,62',,São Paulo
699357,Bruno Pacheco,,FALTA-FEITA,62',,Fortaleza
699357,,Igor Vinícius,ESCANTEIO,62',, Fortaleza
699357,,Juan Lucero,FALTA-SOFRIDA,60',,Fortaleza
699357,Pablo Maia,,FALTA-FEITA,60',,São Paulo
699357,James Rodríguez,Giuliano Galoppo,SUBSTITUICAO,59',, São Paulo
699357,Imanol Machuca,Yago Pikachu,SUBSTITUICAO,59',, Fortaleza
699357,Moisés,Marinho,SUBSTITUICAO,58',, Fortaleza
699357,Igor Vinícius,Jonathan Calleri ,IMPEDIMENTO,58',,São Paulo
699357,,Yago Pikachu,FALTA-SOFRIDA,55',,Fortaleza
699357,Michel Araújo,,FALTA-FEITA,55',,São Paulo
699357,,Igor Vinícius,FALTA-SOFRIDA,55',,São Paulo
699357,Bruno Pacheco,,FALTA-FEITA,55',,Fortaleza
699357,Juan Lucero,,CARTAO-AMARELO,54',por uma entrada perigosa,Fortaleza
699357,,Robert Arboleda,FALTA-SOFRIDA,54',,São Paulo
699357,Juan Lucero,,FALTA-FEITA,54',,Fortaleza
699357,Bruno Pacheco,,LESAO,53',,Fortaleza
699357,Igor Vinícius,,FALTA-FEITA,53',,São Paulo
699357,,Bruno Pacheco,FALTA-SOFRIDA,53',,Fortaleza
699357,,Marinho,FALTA-SOFRIDA,52',,Fortaleza
699357,Alisson,,FALTA-FEITA,52',,São Paulo
699357,Emanuel Brítez,,CARTAO-AMARELO,51',por uma entrada perigosa,Fortaleza
699357,,Giuliano Galoppo,FALTA-SOFRIDA,51',,São Paulo
699357,Emanuel Brítez,,FALTA-FEITA,51',,Fortaleza
699357,,,ENCERRAMENTO-1,45'+3',,
699357,Jonathan Calleri,,GOL-PERDIDO,45'+3',CABECEIO,São Paulo
699357,,Benjamín Kuscevic,ESCANTEIO,45'+3',, São Paulo
699357,Hércules,,FALTA-FEITA,45'+2',,Fortaleza
699357,,Alisson,FALTA-SOFRIDA,45'+2',,São Paulo
699357,,Yago Pikachu,FALTA-SOFRIDA,45',,Fortaleza
699357,Giuliano Galoppo,,FALTA-FEITA,45',,São Paulo
699357,,Igor Vinícius,ESCANTEIO,42',, Fortaleza
699357,,Luciano,FALTA-SOFRIDA,39',,São Paulo
699357,Titi,,FALTA-FEITA,39',,Fortaleza
699357,,Jonathan Calleri,FALTA-SOFRIDA,36',,São Paulo
699357,Emanuel Brítez,,FALTA-FEITA,36',,Fortaleza
699357,,João Ricardo,ESCANTEIO,30',, São Paulo
699357,Bruno Pacheco,Marinho ,IMPEDIMENTO,27',,Fortaleza
699357,,Emanuel Brítez,ESCANTEIO,24',, São Paulo
699357,Tomás Pochettino,,CARTAO-AMARELO,23',por uma entrada perigosa,Fortaleza
699357,,Pablo Maia,FALTA-SOFRIDA,23',,São Paulo
699357,Tomás Pochettino,,FALTA-FEITA,23',,Fortaleza
699357,,Titi,ESCANTEIO,22',, São Paulo
699357,,Zé Welison,ESCANTEIO,21',, São Paulo
699357,,João Ricardo,ESCANTEIO,21',, São Paulo
699357,,Hércules,FALTA-SOFRIDA,16',,Fortaleza
699357,Luciano,,FALTA-FEITA,16',,São Paulo
699357,,Hércules,ESCANTEIO,16',, São Paulo
699357,Tomás Pochettino,,GOL-PERDIDO,13',CHUTE (pé direito),Fortaleza
699357,Luciano,,FALTA-FEITA,11',,São Paulo
699357,,Bruno Pacheco,FALTA-SOFRIDA,11',,Fortaleza
699357,,Michel Araújo,ESCANTEIO,9',, Fortaleza
699357,,Luciano,FALTA-SOFRIDA,8',,São Paulo
699357,Zé Welison,,FALTA-FEITA,8',,Fortaleza
699357,Pablo Maia,Jonathan Calleri ,IMPEDIMENTO,5',,São Paulo
