espn_id,local_,estadio,campeonato,arbitro,data_,horario,audiencia
699553,"Criciúma, Brasil ",Heriberto Hülse,2024 Brasileiro Serie A ,Jonathan Pinheiro, 3 de agosto,19:00,15642
699557,"São Paulo, Brasil ",MorumBIS,2024 Brasileiro Serie A ,Rafael Rodrigo Klein, 3 de agosto,20:30,58065
699550,"Curitiba, Brasil ",Ligga Arena,2024 Brasileiro Serie A ,Matheus Delgado Candançan, 4 de agosto,15:00,26339
699552,"São Paulo, Brasil ",Neo Química Arena,2024 Brasileiro Serie A ,Lucas Paulo Torezin, 4 de agosto,15:00,43947
699554,"Rio de Janeiro, Brasil ",Estadio do Maracanã,2024 Brasileiro Serie A ,Davi De Oliveira Lacerda, 4 de agosto,15:00,50262
699556,"Porto Alegre, Brasil ",Estadio Beira-Rio,2024 Brasileiro Serie A ,Wagner Do Nascimento Magalhaes, 4 de agosto,16:00,30668
699559,"Espírito Santo, Brasil ",Kléber Andrade,2024 Brasileiro Serie A ,Alex Gomes Stefano, 5 de agosto,20:00,9666
699565,"Fortaleza, Brasil ",Castelão,2024 Brasileiro Serie A ,Kleber Ariel Gonçalves Da Silva, 10 de agosto,15:00,40311
699568,"Cuiabá, Brasil ",Arena Pantanal,2024 Brasileiro Serie A ,Bruno Pereira Vasconcelos, 10 de agosto,18:00,9862
699562,"São Paulo, Brasil ",Neo Química Arena,2024 Brasileiro Serie A ,Felipe Fernandes De Lima, 10 de agosto,20:30,41750
699569,"Belo Horizonte, Brasil ",Estadio Mineirão,2024 Brasileiro Serie A ,Raphael Claus, 10 de agosto,20:30,61583
699561,"Rio de Janeiro, Brasil ",Estádio Nilton Santos,2024 Brasileiro Serie A ,"Daronco, Anderson", 10 de agosto,20:30,20003
699567,"Caxias do Sul, Brasil ",Alfredo Jaconi,2024 Brasileiro Serie A ,Flavio Rodrigues de Souza, 11 de agosto,10:00,5288
699563,"Salvador, Brasil ",Arena Fonte Nova,2024 Brasileiro Serie A ,Braulio Da Silva Machado, 11 de agosto,15:00,45123
699564,"Rio de Janeiro, Brasil ",Estadio do Maracanã,2024 Brasileiro Serie A ,Wilton Pereira Sampaio, 11 de agosto,15:00,55051
699560,"São Paulo, Brasil ",MorumBIS,2024 Brasileiro Serie A ,Davi De Oliveira Lacerda, 11 de agosto,15:00,46600
699566,"Porto Alegre, Brasil ",Estadio Beira-Rio,2024 Brasileiro Serie A ,Paulo Cezar Zanovelli Da Silva, 11 de agosto,18:00,20996
699406,"Porto Alegre, Brasil ",Estadio Beira-Rio,2024 Brasileiro Serie A ,Gustavo Ervino Bauermann, 14 de agosto,18:30,11920
699572,"Belo Horizonte, Brasil ",Arena MRV,2024 Brasileiro Serie A ,Davi De Oliveira Lacerda, 17 de agosto,15:00,36290
699576,"Caxias do Sul, Brasil ",Alfredo Jaconi,2024 Brasileiro Serie A ,Matheus Delgado Candançan, 17 de agosto,15:00,17010
699578,"Bragança Paulista, Brasil ",Estádio Nabi Abi Chedid,2024 Brasileiro Serie A ,Alex Gomes Stefano, 17 de agosto,17:30,3859
699574,"Rio de Janeiro, Brasil ",Estadio do Maracanã,2024 Brasileiro Serie A ,Braulio Da Silva Machado, 17 de agosto,20:00,30475
699571,"Goiãnia, Brasil ",Estádio Antônio Accioly,2024 Brasileiro Serie A ,Flavio Rodrigues de Souza, 18 de agosto,15:00,5460
699579,"Criciúma, Brasil ",Heriberto Hülse,2024 Brasileiro Serie A ,Paulo Cezar Zanovelli Da Silva, 18 de agosto,15:00,18403
699577,"São Paulo, Brasil ",Allianz Parque,2024 Brasileiro Serie A ,Raphael Claus, 18 de agosto,15:00,35791
699570,"Curitiba, Brasil ",Ligga Arena,2024 Brasileiro Serie A ,João Vitor Gobi, 18 de agosto,17:30,21930
699573,"Rio de Janeiro, Brasil ",Estádio Nilton Santos,2024 Brasileiro Serie A ,Bruno Arleu de Araujo, 18 de agosto,17:30,25888
699575,"Salvador, Brasil ",Estádio Manoel Barradas,2024 Brasileiro Serie A ,"De Lima Henrique, Marcelo", 19 de agosto,19:00,16940
699580,"Goiãnia, Brasil ",Estádio Antônio Accioly,2024 Brasileiro Serie A ,Bruno Pereira Vasconcelos, 24 de agosto,15:00,4407
699587,"São Paulo, Brasil ",Brinco de Ouro da Princesa,2024 Brasileiro Serie A ,Alex Gomes Stefano, 24 de agosto,17:30,16566
699581,"Belo Horizonte, Brasil ",Estadio Mineirão,2024 Brasileiro Serie A ,Flavio Rodrigues de Souza, 24 de agosto,20:00,32068
699582,"Salvador, Brasil ",Arena Fonte Nova,2024 Brasileiro Serie A ,Ramon Abatti Abel, 25 de agosto,15:00,39625
699583,"Criciúma, Brasil ",Heriberto Hülse,2024 Brasileiro Serie A ,Lucas Paulo Torezin, 25 de agosto,15:00,17377
699585,"Fortaleza, Brasil ",Castelão,2024 Brasileiro Serie A ,Felipe Fernandes De Lima, 25 de agosto,15:00,51297
699588,"São Paulo, Brasil ",MorumBIS,2024 Brasileiro Serie A ,Wilton Pereira Sampaio, 25 de agosto,17:30,32712
699586,"Porto Alegre, Brasil ",Estadio Beira-Rio,2024 Brasileiro Serie A ,Matheus Delgado Candançan, 25 de agosto,18:00,30754
699584,"Rio de Janeiro, Brasil ",Estadio do Maracanã,2024 Brasileiro Serie A ,Gustavo Ervino Bauermann, 25 de agosto,19:00,30225
699589,"Rio de Janeiro, Brasil ",Estádio São Januário,2024 Brasileiro Serie A ,Jonathan Pinheiro, 26 de agosto,20:00,16775
699535,"Criciúma, Brasil ",Heriberto Hülse,2024 Brasileiro Serie A ,André Luis Skettino Policarpo Bento, 28 de agosto,18:30,11849
699393,"Belo Horizonte, Brasil ",Estadio Mineirão,2024 Brasileiro Serie A ,Bruno Arleu de Araujo, 28 de agosto,18:30,35238
699594,"Cuiabá, Brasil ",Arena Pantanal,2024 Brasileiro Serie A ,Rodrigo Jose Pereira De Lima, 31 de agosto,17:30,4095
699591,"Rio de Janeiro, Brasil ",Estádio Nilton Santos,2024 Brasileiro Serie A ,Flavio Rodrigues de Souza, 31 de agosto,20:00,32564
699593,"Belo Horizonte, Brasil ",Estadio Mineirão,2024 Brasileiro Serie A ,Gustavo Ervino Bauermann, 1 de setembro,10:00,58233
699596,"Porto Alegre, Brasil ",Grêmio Arena,2024 Brasileiro Serie A ,Raphael Claus, 1 de setembro,10:00,9961
699592,"São Paulo, Brasil ",Neo Química Arena,2024 Brasileiro Serie A ,Ramon Abatti Abel, 1 de setembro,15:00,45237
699590,"Curitiba, Brasil ",Ligga Arena,2024 Brasileiro Serie A ,Braulio Da Silva Machado, 1 de setembro,17:30,28334
699595,"Rio de Janeiro, Brasil ",Estadio do Maracanã,2024 Brasileiro Serie A ,Paulo Cezar Zanovelli Da Silva, 1 de setembro,17:30,45759
699597,"Caxias do Sul, Brasil ",Alfredo Jaconi,2024 Brasileiro Serie A ,"De Lima Henrique, Marcelo", 1 de setembro,17:30,10721
699598,"Bragança Paulista, Brasil ",Estádio Nabi Abi Chedid,2024 Brasileiro Serie A ,Davi De Oliveira Lacerda, 1 de setembro,17:30,3858
699599,"Salvador, Brasil ",Estádio Manoel Barradas,2024 Brasileiro Serie A ,Luiz Flavio de Oliveira, 1 de setembro,17:30,20785
699503,"Cuiabá, Brasil ",Arena Pantanal,2024 Brasileiro Serie A ,Felipe Fernandes De Lima, 5 de setembro,19:00,4826
699532,"Porto Alegre, Brasil ",Estadio Beira-Rio,2024 Brasileiro Serie A ,Gustavo Ervino Bauermann, 11 de setembro,18:30,23358
699605,"Goiãnia, Brasil ",Estádio Antônio Accioly,2024 Brasileiro Serie A ,Edina Alves Batista, 14 de setembro,15:00,4938
699600,"Curitiba, Brasil ",Ligga Arena,2024 Brasileiro Serie A ,Davi De Oliveira Lacerda, 14 de setembro,17:30,15635
699603,"Rio de Janeiro, Brasil ",Estádio Nilton Santos,2024 Brasileiro Serie A ,"Daronco, Anderson", 14 de setembro,20:00,32691
699604,"Caxias do Sul, Brasil ",Alfredo Jaconi,2024 Brasileiro Serie A ,Flavio Rodrigues de Souza, 15 de setembro,15:00,6632
699602,"São Paulo, Brasil ",Allianz Parque,2024 Brasileiro Serie A ,Alex Gomes Stefano, 15 de setembro,15:00,40035
699601,"Bragança Paulista, Brasil ",Estádio Nabi Abi Chedid,2024 Brasileiro Serie A ,Bruno Arleu de Araujo, 15 de setembro,15:00,5228
699609,"Salvador, Brasil ",Arena Fonte Nova,2024 Brasileiro Serie A ,Rafael Rodrigo Klein, 15 de setembro,17:30,26420
699608,"Belo Horizonte, Brasil ",Estadio Mineirão,2024 Brasileiro Serie A ,Wilton Pereira Sampaio, 15 de setembro,17:30,44743
699607,"Rio de Janeiro, Brasil ",Estadio do Maracanã,2024 Brasileiro Serie A ,Raphael Claus, 15 de setembro,17:30,63830
699606,"Porto Alegre, Brasil ",Estadio Beira-Rio,2024 Brasileiro Serie A ,Braulio Da Silva Machado, 16 de setembro,19:00,32686
699611,"São Paulo, Brasil ",Neo Química Arena,2024 Brasileiro Serie A ,Bruno Arleu de Araujo, 21 de setembro,15:00,46001
699619,"Salvador, Brasil ",Estádio Manoel Barradas,2024 Brasileiro Serie A ,Braulio Da Silva Machado, 21 de setembro,15:00,24479
699614,"Rio de Janeiro, Brasil ",Estadio do Maracanã,2024 Brasileiro Serie A ,Wilton Pereira Sampaio, 21 de setembro,17:30,29710
699615,"Fortaleza, Brasil ",Castelão,2024 Brasileiro Serie A ,Raphael Claus, 21 de setembro,20:00,24774
699610,"Belo Horizonte, Brasil ",Arena MRV,2024 Brasileiro Serie A ,Lucas Paulo Torezin, 22 de setembro,15:00,24618
699618,"Brasília, Brasil ",Arena BRB Mané Garrincha,2024 Brasileiro Serie A ,Rafael Rodrigo Klein, 22 de setembro,15:00,64848
699613,"Cuiabá, Brasil ",Arena Pantanal,2024 Brasileiro Serie A ,Flavio Rodrigues de Souza, 22 de setembro,17:30,5948
699616,"Porto Alegre, Brasil ",Grêmio Arena,2024 Brasileiro Serie A ,Matheus Delgado Candançan, 22 de setembro,17:30,17786
699617,"São Paulo, Brasil ",MorumBIS,2024 Brasileiro Serie A ,Ramon Abatti Abel, 22 de setembro,17:30,39078
699612,"Criciúma, Brasil ",Heriberto Hülse,2024 Brasileiro Serie A ,"Daronco, Anderson", 22 de setembro,19:00,12765
699396,"Porto Alegre, Brasil ",Grêmio Arena,2024 Brasileiro Serie A ,Lucas Paulo Torezin, 25 de setembro,18:00,13437
699509,"Bragança Paulista, Brasil ",Estádio Nabi Abi Chedid,2024 Brasileiro Serie A ,Rodrigo Jose Pereira De Lima, 25 de setembro,18:00,3871
699628,"São Paulo, Brasil ",Brinco de Ouro da Princesa,2024 Brasileiro Serie A ,Bruno Arleu de Araujo, 28 de setembro,17:30,16040
699622,"Brasília, Brasil ",Arena BRB Mané Garrincha,2024 Brasileiro Serie A ,Maguielson Lima Barbosa, 28 de setembro,20:00,30735
699627,"Caxias do Sul, Brasil ",Alfredo Jaconi,2024 Brasileiro Serie A ,Alex Gomes Stefano, 29 de setembro,10:00,6285
699620,"Goiãnia, Brasil ",Estádio Antônio Accioly,2024 Brasileiro Serie A ,Ramon Abatti Abel, 29 de setembro,15:00,7871
699625,"Fortaleza, Brasil ",Castelão,2024 Brasileiro Serie A ,Denis Da Silva Ribeiro Serafim, 29 de setembro,15:00,32654
699629,"Brasília, Brasil ",Arena BRB Mané Garrincha,2024 Brasileiro Serie A ,Rafael Rodrigo Klein, 29 de setembro,15:00,25888
699621,"Salvador, Brasil ",Arena Fonte Nova,2024 Brasileiro Serie A ,Edina Alves Batista, 29 de setembro,17:30,24574
699623,"Belo Horizonte, Brasil ",Estadio Mineirão,2024 Brasileiro Serie A ,Matheus Delgado Candançan, 29 de setembro,17:30,36817
699626,"Porto Alegre, Brasil ",Estadio Beira-Rio,2024 Brasileiro Serie A ,Wagner Do Nascimento Magalhaes, 29 de setembro,17:30,40405
699624,"Rio de Janeiro, Brasil ",Estadio do Maracanã,2024 Brasileiro Serie A ,Davi De Oliveira Lacerda, 29 de setembro,19:00,28708
699639,"Criciúma, Brasil ",Heriberto Hülse,2024 Brasileiro Serie A ,João Vitor Gobi, 3 de outubro,18:00,12343
699636,"Rio de Janeiro, Brasil ",Estadio do Maracanã,2024 Brasileiro Serie A ,Gustavo Ervino Bauermann, 3 de outubro,20:30,19352
699637,"Porto Alegre, Brasil ",Grêmio Arena,2024 Brasileiro Serie A ,Davi De Oliveira Lacerda, 4 de outubro,20:30,21984
699630,"Curitiba, Brasil ",Ligga Arena,2024 Brasileiro Serie A ,Flavio Rodrigues de Souza, 5 de outubro,15:30,22726
699631,"Belo Horizonte, Brasil ",Arena MRV,2024 Brasileiro Serie A ,Matheus Delgado Candançan, 5 de outubro,15:30,34910
699634,"Bragança Paulista, Brasil ",Estádio Nabi Abi Chedid,2024 Brasileiro Serie A ,Braulio Da Silva Machado, 5 de outubro,15:30,9989
699632,"Salvador, Brasil ",Arena Fonte Nova,2024 Brasileiro Serie A ,Rafael Rodrigo Klein, 5 de outubro,18:00,41978
699633,"São Paulo, Brasil ",Neo Química Arena,2024 Brasileiro Serie A ,Lucas Paulo Torezin, 5 de outubro,18:00,44597
699635,"Cuiabá, Brasil ",Arena Pantanal,2024 Brasileiro Serie A ,"Daronco, Anderson", 5 de outubro,18:00,11883
699638,"Rio de Janeiro, Brasil ",Estádio São Januário,2024 Brasileiro Serie A ,Caio Max Augusto Vieira, 5 de outubro,20:00,18036
699401,"Belo Horizonte, Brasil ",Arena MRV,2024 Brasileiro Serie A ,Luiz Flavio de Oliveira, 9 de outubro,18:30,22053
699645,"Fortaleza, Brasil ",Castelão,2024 Brasileiro Serie A ,Rafael Rodrigo Klein, 16 de outubro,20:45,23046
699648,"São Paulo, Brasil ",Brinco de Ouro da Princesa,2024 Brasileiro Serie A ,Davi De Oliveira Lacerda, 16 de outubro,20:45,15497
699642,"São Paulo, Brasil ",Neo Química Arena,2024 Brasileiro Serie A ,Wilton Pereira Sampaio, 17 de outubro,19:00,44116
699644,"Rio de Janeiro, Brasil ",Estadio do Maracanã,2024 Brasileiro Serie A ,Raphael Claus, 17 de outubro,19:00,58117
699640,"Goiãnia, Brasil ",Estádio Antônio Accioly,2024 Brasileiro Serie A ,Braulio Da Silva Machado, 18 de outubro,18:00,3622
699641,"Rio de Janeiro, Brasil ",Estadio do Maracanã,2024 Brasileiro Serie A ,Matheus Delgado Candançan, 18 de outubro,19:00,64727
699643,"Belo Horizonte, Brasil ",Estadio Mineirão,2024 Brasileiro Serie A ,Flavio Rodrigues de Souza, 18 de outubro,20:30,34473
699646,"Porto Alegre, Brasil ",Estadio Beira-Rio,2024 Brasileiro Serie A ,Bruno Arleu de Araujo, 19 de outubro,15:00,50259
699649,"Salvador, Brasil ",Estádio Manoel Barradas,2024 Brasileiro Serie A ,Denis Da Silva Ribeiro Serafim, 19 de outubro,15:00,24942
699647,"Caxias do Sul, Brasil ",Alfredo Jaconi,2024 Brasileiro Serie A ,Alex Gomes Stefano, 20 de outubro,19:00,10102
699512,"Rio de Janeiro, Brasil ",Estadio do Maracanã,2024 Brasileiro Serie A ,Braulio Da Silva Machado, 22 de outubro,18:30,39465
699530,"Rio de Janeiro, Brasil ",Estádio São Januário,2024 Brasileiro Serie A ,Wilton Pereira Sampaio, 24 de outubro,18:00,16698
699654,"Rio de Janeiro, Brasil ",Estadio do Maracanã,2024 Brasileiro Serie A ,Braulio Da Silva Machado, 26 de outubro,15:30,60286
699655,"Porto Alegre, Brasil ",Grêmio Arena,2024 Brasileiro Serie A ,Edina Alves Batista, 26 de outubro,15:30,36754
699656,"São Paulo, Brasil ",Allianz Parque,2024 Brasileiro Serie A ,Ramon Abatti Abel, 26 de outubro,15:30,40321
699659,"Salvador, Brasil ",Estádio Manoel Barradas,2024 Brasileiro Serie A ,Flavio Rodrigues de Souza, 26 de outubro,15:30,29186
699650,"Curitiba, Brasil ",Ligga Arena,2024 Brasileiro Serie A ,Rodrigo Jose Pereira De Lima, 26 de outubro,17:30,35552
699651,"Belo Horizonte, Brasil ",Arena MRV,2024 Brasileiro Serie A ,"De Lima Henrique, Marcelo", 26 de outubro,18:00,27028
699657,"Bragança Paulista, Brasil ",Estádio Nabi Abi Chedid,2024 Brasileiro Serie A ,"Daronco, Anderson", 26 de outubro,18:00,7303
699652,"Criciúma, Brasil ",Heriberto Hülse,2024 Brasileiro Serie A ,Rafael Rodrigo Klein, 26 de outubro,20:00,17422
699653,"Cuiabá, Brasil ",Arena Pantanal,2024 Brasileiro Serie A ,Bruno Arleu de Araujo, 28 de outubro,18:00,
699658,"Rio de Janeiro, Brasil ",Estádio São Januário,2024 Brasileiro Serie A ,Raphael Claus, 28 de outubro,20:00,17213
699510,"Porto Alegre, Brasil ",Estadio Beira-Rio,2024 Brasileiro Serie A ,Davi De Oliveira Lacerda, 30 de outubro,18:00,
